RSLT0109 (Chromatogram RI)	
X:	Y:
8.70500	0.043
8.70667	0.033
8.70833	0.046
8.71000	0.050
8.71167	0.038
8.71333	0.029
8.71500	0.045
8.71667	0.050
8.71833	0.040
8.72000	0.031
8.72167	0.044
8.72333	0.047
8.72500	0.040
8.72667	0.026
8.72833	0.038
8.73000	0.046
8.73167	0.039
8.73333	0.027
8.73500	0.038
8.73667	0.044
8.73833	0.036
8.74000	0.023
8.74167	0.033
8.74333	0.042
8.74500	0.038
8.74667	0.024
8.74833	0.034
8.75000	0.045
8.75167	0.043
8.75333	0.033
8.75500	0.039
8.75667	0.048
8.75833	0.039
8.76000	0.025
8.76167	0.035
8.76333	0.045
8.76500	0.040
8.76667	0.027
8.76833	0.031
8.77000	0.042
8.77167	0.040
8.77333	0.028
8.77500	0.034
8.77667	0.043
8.77833	0.038
8.78000	0.024
8.78167	0.025
8.78333	0.038
8.78500	0.036
8.78667	0.024
8.78833	0.025
8.79000	0.037
8.79167	0.033
8.79333	0.021
8.79500	0.025
8.79667	0.040
8.79833	0.039
8.80000	0.030
8.80167	0.036
8.80333	0.050
8.80500	0.050
8.80667	0.036
8.80833	0.033
8.81000	0.043
8.81167	0.042
8.81333	0.032
8.81500	0.034
8.81667	0.047
8.81833	0.046
8.82000	0.032
8.82167	0.033
8.82333	0.044
8.82500	0.042
8.82667	0.031
8.82833	0.030
8.83000	0.045
8.83167	0.049
8.83333	0.037
8.83500	0.034
8.83667	0.048
8.83833	0.049
8.84000	0.038
8.84167	0.037
8.84333	0.049
8.84500	0.047
8.84667	0.034
8.84833	0.033
8.85000	0.047
8.85167	0.046
8.85333	0.033
8.85500	0.027
8.85667	0.043
8.85833	0.046
8.86000	0.036
8.86167	0.030
8.86333	0.039
8.86500	0.039
8.86667	0.028
8.86833	0.024
8.87000	0.042
8.87167	0.045
8.87333	0.031
8.87500	0.025
8.87667	0.039
8.87833	0.043
8.88000	0.032
8.88167	0.026
8.88333	0.037
8.88500	0.043
8.88667	0.032
8.88833	0.026
8.89000	0.038
8.89167	0.043
8.89333	0.033
8.89500	0.024
8.89667	0.035
8.89833	0.041
8.90000	0.030
8.90167	0.023
8.90333	0.038
8.90500	0.040
8.90667	0.028
8.90833	0.019
8.91000	0.030
8.91167	0.038
8.91333	0.029
8.91500	0.020
8.91667	0.030
8.91833	0.032
8.92000	0.021
8.92167	0.013
8.92333	0.027
8.92500	0.035
8.92667	0.030
8.92833	0.021
8.93000	0.032
8.93167	0.039
8.93333	0.034
8.93500	0.026
8.93667	0.035
8.93833	0.043
8.94000	0.038
8.94167	0.029
8.94333	0.036
8.94500	0.040
8.94667	0.032
8.94833	0.022
8.95000	0.032
8.95167	0.040
8.95333	0.035
8.95500	0.025
8.95667	0.033
8.95833	0.040
8.96000	0.036
8.96167	0.026
8.96333	0.034
8.96500	0.044
8.96667	0.039
8.96833	0.028
8.97000	0.036
8.97167	0.048
8.97333	0.042
8.97500	0.032
8.97667	0.041
8.97833	0.053
8.98000	0.049
8.98167	0.033
8.98333	0.037
8.98500	0.047
8.98667	0.043
8.98833	0.028
8.99000	0.035
8.99167	0.044
8.99333	0.035
8.99500	0.025
8.99667	0.032
8.99833	0.042
9.00000	0.042
9.00167	0.031
9.00333	0.036
9.00500	0.045
9.00667	0.041
9.00833	0.027
9.01000	0.034
9.01167	0.047
9.01333	0.043
9.01500	0.031
9.01667	0.038
9.01833	0.048
9.02000	0.048
9.02167	0.032
9.02333	0.034
9.02500	0.046
9.02667	0.045
9.02833	0.034
9.03000	0.036
9.03167	0.048
9.03333	0.045
9.03500	0.032
9.03667	0.037
9.03833	0.048
9.04000	0.050
9.04167	0.033
9.04333	0.031
9.04500	0.042
9.04667	0.043
9.04833	0.028
9.05000	0.030
9.05167	0.041
9.05333	0.042
9.05500	0.031
9.05667	0.032
9.05833	0.046
9.06000	0.047
9.06167	0.030
9.06333	0.025
9.06500	0.035
9.06667	0.035
9.06833	0.022
9.07000	0.019
9.07167	0.033
9.07333	0.037
9.07500	0.022
9.07667	0.018
9.07833	0.032
9.08000	0.037
9.08167	0.026
9.08333	0.024
9.08500	0.037
9.08667	0.038
9.08833	0.029
9.09000	0.024
9.09167	0.038
9.09333	0.041
9.09500	0.030
9.09667	0.022
9.09833	0.034
9.10000	0.037
9.10167	0.026
9.10333	0.022
9.10500	0.036
9.10667	0.039
9.10833	0.028
9.11000	0.018
9.11167	0.028
9.11333	0.034
9.11500	0.025
9.11667	0.019
9.11833	0.030
9.12000	0.036
9.12167	0.028
9.12333	0.019
9.12500	0.032
9.12667	0.037
9.12833	0.027
9.13000	0.016
9.13167	0.030
9.13333	0.038
9.13500	0.032
9.13667	0.023
9.13833	0.032
9.14000	0.036
9.14167	0.029
9.14333	0.022
9.14500	0.034
9.14667	0.039
9.14833	0.028
9.15000	0.018
9.15167	0.032
9.15333	0.045
9.15500	0.039
9.15667	0.030
9.15833	0.044
9.16000	0.051
9.16167	0.043
9.16333	0.030
9.16500	0.040
9.16667	0.049
9.16833	0.042
9.17000	0.028
9.17167	0.036
9.17333	0.045
9.17500	0.044
9.17667	0.031
9.17833	0.040
9.18000	0.045
9.18167	0.039
9.18333	0.028
9.18500	0.039
9.18667	0.049
9.18833	0.047
9.19000	0.035
9.19167	0.044
9.19333	0.049
9.19500	0.046
9.19667	0.032
9.19833	0.038
9.20000	0.047
9.20167	0.045
9.20333	0.033
9.20500	0.039
9.20667	0.048
9.20833	0.045
9.21000	0.031
9.21167	0.040
9.21333	0.049
9.21500	0.046
9.21667	0.030
9.21833	0.035
9.22000	0.041
9.22167	0.038
9.22333	0.028
9.22500	0.037
9.22667	0.049
9.22833	0.045
9.23000	0.029
9.23167	0.037
9.23333	0.050
9.23500	0.052
9.23667	0.041
9.23833	0.044
9.24000	0.050
9.24167	0.047
9.24333	0.033
9.24500	0.039
9.24667	0.053
9.24833	0.054
9.25000	0.039
9.25167	0.037
9.25333	0.046
9.25500	0.046
9.25667	0.033
9.25833	0.033
9.26000	0.043
9.26167	0.041
9.26333	0.026
9.26500	0.027
9.26667	0.038
9.26833	0.041
9.27000	0.032
9.27167	0.033
9.27333	0.042
9.27500	0.043
9.27667	0.031
9.27833	0.029
9.28000	0.043
9.28167	0.043
9.28333	0.031
9.28500	0.029
9.28667	0.044
9.28833	0.047
9.29000	0.035
9.29167	0.034
9.29333	0.049
9.29500	0.054
9.29667	0.042
9.29833	0.034
9.30000	0.048
9.30167	0.044
9.30333	0.033
9.30500	0.024
9.30667	0.039
9.30833	0.045
9.31000	0.035
9.31167	0.029
9.31333	0.043
9.31500	0.046
9.31667	0.036
9.31833	0.027
9.32000	0.041
9.32167	0.042
9.32333	0.030
9.32500	0.021
9.32667	0.037
9.32833	0.042
9.33000	0.034
9.33167	0.023
9.33333	0.036
9.33500	0.045
9.33667	0.038
9.33833	0.029
9.34000	0.042
9.34167	0.048
9.34333	0.038
9.34500	0.026
9.34667	0.041
9.34833	0.048
9.35000	0.037
9.35167	0.025
9.35333	0.036
9.35500	0.041
9.35667	0.038
9.35833	0.029
9.36000	0.040
9.36167	0.049
9.36333	0.045
9.36500	0.034
9.36667	0.042
9.36833	0.046
9.37000	0.042
9.37167	0.029
9.37333	0.040
9.37500	0.045
9.37667	0.038
9.37833	0.025
9.38000	0.037
9.38167	0.045
9.38333	0.043
9.38500	0.030
9.38667	0.043
9.38833	0.053
9.39000	0.047
9.39167	0.033
9.39333	0.047
9.39500	0.053
9.39667	0.045
9.39833	0.033
9.40000	0.043
9.40167	0.048
9.40333	0.040
9.40500	0.027
9.40667	0.035
9.40833	0.042
9.41000	0.042
9.41167	0.029
9.41333	0.035
9.41500	0.046
9.41667	0.043
9.41833	0.028
9.42000	0.032
9.42167	0.041
9.42333	0.036
9.42500	0.023
9.42667	0.031
9.42833	0.044
9.43000	0.045
9.43167	0.034
9.43333	0.040
9.43500	0.051
9.43667	0.046
9.43833	0.033
9.44000	0.033
9.44167	0.043
9.44333	0.043
9.44500	0.031
9.44667	0.036
9.44833	0.050
9.45000	0.044
9.45167	0.031
9.45333	0.035
9.45500	0.050
9.45667	0.051
9.45833	0.036
9.46000	0.035
9.46167	0.047
9.46333	0.046
9.46500	0.032
9.46667	0.029
9.46833	0.045
9.47000	0.043
9.47167	0.030
9.47333	0.036
9.47500	0.051
9.47667	0.049
9.47833	0.035
9.48000	0.031
9.48167	0.045
9.48333	0.045
9.48500	0.032
9.48667	0.030
9.48833	0.043
9.49000	0.045
9.49167	0.034
9.49333	0.030
9.49500	0.044
9.49667	0.047
9.49833	0.036
9.50000	0.033
9.50167	0.047
9.50333	0.051
9.50500	0.042
9.50667	0.037
9.50833	0.048
9.51000	0.049
9.51167	0.039
9.51333	0.034
9.51500	0.049
9.51667	0.053
9.51833	0.039
9.52000	0.031
9.52167	0.047
9.52333	0.048
9.52500	0.038
9.52667	0.030
9.52833	0.045
9.53000	0.048
9.53167	0.039
9.53333	0.032
9.53500	0.047
9.53667	0.049
9.53833	0.038
9.54000	0.031
9.54167	0.046
9.54333	0.052
9.54500	0.042
9.54667	0.031
9.54833	0.045
9.55000	0.051
9.55167	0.041
9.55333	0.027
9.55500	0.039
9.55667	0.046
9.55833	0.041
9.56000	0.033
9.56167	0.045
9.56333	0.050
9.56500	0.041
9.56667	0.029
9.56833	0.043
9.57000	0.053
9.57167	0.044
9.57333	0.034
9.57500	0.044
9.57667	0.048
9.57833	0.039
9.58000	0.026
9.58167	0.038
9.58333	0.043
9.58500	0.033
9.58667	0.022
9.58833	0.033
9.59000	0.044
9.59167	0.040
9.59333	0.029
9.59500	0.039
9.59667	0.048
9.59833	0.043
9.60000	0.028
9.60167	0.036
9.60333	0.046
9.60500	0.041
9.60667	0.028
9.60833	0.036
9.61000	0.048
9.61167	0.046
9.61333	0.031
9.61500	0.037
9.61667	0.046
9.61833	0.042
9.62000	0.029
9.62167	0.032
9.62333	0.045
9.62500	0.043
9.62667	0.034
9.62833	0.041
9.63000	0.054
9.63167	0.051
9.63333	0.041
9.63500	0.046
9.63667	0.059
9.63833	0.052
9.64000	0.036
9.64167	0.039
9.64333	0.051
9.64500	0.049
9.64667	0.037
9.64833	0.037
9.65000	0.053
9.65167	0.051
9.65333	0.038
9.65500	0.039
9.65667	0.050
9.65833	0.050
9.66000	0.037
9.66167	0.035
9.66333	0.050
9.66500	0.049
9.66667	0.039
9.66833	0.040
9.67000	0.055
9.67167	0.054
9.67333	0.042
9.67500	0.041
9.67667	0.051
9.67833	0.052
9.68000	0.039
9.68167	0.038
9.68333	0.052
9.68500	0.053
9.68667	0.040
9.68833	0.037
9.69000	0.051
9.69167	0.051
9.69333	0.040
9.69500	0.038
9.69667	0.049
9.69833	0.051
9.70000	0.040
9.70167	0.036
9.70333	0.048
9.70500	0.051
9.70667	0.041
9.70833	0.039
9.71000	0.050
9.71167	0.053
9.71333	0.042
9.71500	0.038
9.71667	0.052
9.71833	0.051
9.72000	0.039
9.72167	0.035
9.72333	0.050
9.72500	0.054
9.72667	0.045
9.72833	0.040
9.73000	0.050
9.73167	0.054
9.73333	0.042
9.73500	0.035
9.73667	0.047
9.73833	0.052
9.74000	0.042
9.74167	0.035
9.74333	0.049
9.74500	0.050
9.74667	0.044
9.74833	0.038
9.75000	0.049
9.75167	0.055
9.75333	0.050
9.75500	0.040
9.75667	0.048
9.75833	0.050
9.76000	0.040
9.76167	0.035
9.76333	0.046
9.76500	0.047
9.76667	0.038
9.76833	0.028
9.77000	0.043
9.77167	0.049
9.77333	0.042
9.77500	0.034
9.77667	0.047
9.77833	0.056
9.78000	0.051
9.78167	0.040
9.78333	0.049
9.78500	0.057
9.78667	0.050
9.78833	0.041
9.79000	0.050
9.79167	0.056
9.79333	0.046
9.79500	0.036
9.79667	0.048
9.79833	0.059
9.80000	0.054
9.80167	0.043
9.80333	0.052
9.80500	0.063
9.80667	0.058
9.80833	0.043
9.81000	0.051
9.81167	0.059
9.81333	0.050
9.81500	0.037
9.81667	0.046
9.81833	0.058
9.82000	0.051
9.82167	0.041
9.82333	0.053
9.82500	0.062
9.82667	0.054
9.82833	0.040
9.83000	0.043
9.83167	0.053
9.83333	0.049
9.83500	0.034
9.83667	0.040
9.83833	0.052
9.84000	0.048
9.84167	0.035
9.84333	0.041
9.84500	0.050
9.84667	0.045
9.84833	0.033
9.85000	0.040
9.85167	0.047
9.85333	0.043
9.85500	0.031
9.85667	0.037
9.85833	0.048
9.86000	0.046
9.86167	0.031
9.86333	0.035
9.86500	0.047
9.86667	0.047
9.86833	0.032
9.87000	0.035
9.87167	0.045
9.87333	0.044
9.87500	0.032
9.87667	0.037
9.87833	0.050
9.88000	0.052
9.88167	0.040
9.88333	0.044
9.88500	0.055
9.88667	0.054
9.88833	0.040
9.89000	0.040
9.89167	0.050
9.89333	0.049
9.89500	0.037
9.89667	0.041
9.89833	0.056
9.90000	0.057
9.90167	0.043
9.90333	0.044
9.90500	0.058
9.90667	0.059
9.90833	0.045
9.91000	0.044
9.91167	0.055
9.91333	0.057
9.91500	0.047
9.91667	0.044
9.91833	0.050
9.92000	0.052
9.92167	0.044
9.92333	0.041
9.92500	0.054
9.92667	0.058
9.92833	0.047
9.93000	0.044
9.93167	0.057
9.93333	0.062
9.93500	0.050
9.93667	0.045
9.93833	0.055
9.94000	0.059
9.94167	0.049
9.94333	0.040
9.94500	0.052
9.94667	0.057
9.94833	0.047
9.95000	0.044
9.95167	0.055
9.95333	0.056
9.95500	0.046
9.95667	0.040
9.95833	0.054
9.96000	0.061
9.96167	0.048
9.96333	0.038
9.96500	0.050
9.96667	0.056
9.96833	0.047
9.97000	0.040
9.97167	0.054
9.97333	0.062
9.97500	0.053
9.97667	0.043
9.97833	0.053
9.98000	0.055
9.98167	0.047
9.98333	0.036
9.98500	0.048
9.98667	0.051
9.98833	0.043
9.99000	0.032
9.99167	0.045
9.99333	0.050
9.99500	0.042
9.99667	0.033
9.99833	0.047
10.00000	0.057
10.00167	0.054
10.00333	0.042
10.00500	0.049
10.00667	0.054
10.00833	0.048
10.01000	0.039
10.01167	0.050
10.01333	0.055
10.01500	0.049
10.01667	0.038
10.01833	0.048
10.02000	0.052
10.02167	0.048
10.02333	0.037
10.02500	0.052
10.02667	0.062
10.02833	0.055
10.03000	0.040
10.03167	0.048
10.03333	0.056
10.03500	0.050
10.03667	0.036
10.03833	0.047
10.04000	0.058
10.04167	0.054
10.04333	0.040
10.04500	0.051
10.04667	0.061
10.04833	0.057
10.05000	0.042
10.05167	0.048
10.05333	0.061
10.05500	0.060
10.05667	0.044
10.05833	0.053
10.06000	0.062
10.06167	0.059
10.06333	0.047
10.06500	0.055
10.06667	0.065
10.06833	0.061
10.07000	0.047
10.07167	0.054
10.07333	0.063
10.07500	0.059
10.07667	0.041
10.07833	0.047
10.08000	0.053
10.08167	0.053
10.08333	0.039
10.08500	0.039
10.08667	0.047
10.08833	0.051
10.09000	0.038
10.09167	0.041
10.09333	0.053
10.09500	0.051
10.09667	0.038
10.09833	0.043
10.10000	0.055
10.10167	0.053
10.10333	0.036
10.10500	0.036
10.10667	0.046
10.10833	0.045
10.11000	0.030
10.11167	0.029
10.11333	0.045
10.11500	0.052
10.11667	0.044
10.11833	0.044
10.12000	0.056
10.12167	0.056
10.12333	0.044
10.12500	0.043
10.12667	0.057
10.12833	0.059
10.13000	0.047
10.13167	0.041
10.13333	0.053
10.13500	0.055
10.13667	0.046
10.13833	0.045
10.14000	0.058
10.14167	0.059
10.14333	0.047
10.14500	0.043
10.14667	0.060
10.14833	0.061
10.15000	0.050
10.15167	0.044
10.15333	0.057
10.15500	0.059
10.15667	0.047
10.15833	0.043
10.16000	0.057
10.16167	0.060
10.16333	0.050
10.16500	0.040
10.16667	0.053
10.16833	0.056
10.17000	0.043
10.17167	0.034
10.17333	0.049
10.17500	0.057
10.17667	0.049
10.17833	0.041
10.18000	0.054
10.18167	0.060
10.18333	0.053
10.18500	0.045
10.18667	0.059
10.18833	0.064
10.19000	0.053
10.19167	0.045
10.19333	0.060
10.19500	0.062
10.19667	0.046
10.19833	0.031
10.20000	0.041
10.20167	0.047
10.20333	0.044
10.20500	0.035
10.20667	0.050
10.20833	0.055
10.21000	0.049
10.21167	0.040
10.21333	0.056
10.21500	0.063
10.21667	0.057
10.21833	0.042
10.22000	0.052
10.22167	0.058
10.22333	0.053
10.22500	0.040
10.22667	0.050
10.22833	0.057
10.23000	0.050
10.23167	0.038
10.23333	0.049
10.23500	0.056
10.23667	0.050
10.23833	0.036
10.24000	0.047
10.24167	0.055
10.24333	0.051
10.24500	0.037
10.24667	0.049
10.24833	0.057
10.25000	0.052
10.25167	0.039
10.25333	0.052
10.25500	0.061
10.25667	0.056
10.25833	0.043
10.26000	0.051
10.26167	0.062
10.26333	0.059
10.26500	0.045
10.26667	0.053
10.26833	0.063
10.27000	0.059
10.27167	0.047
10.27333	0.053
10.27500	0.063
10.27667	0.060
10.27833	0.048
10.28000	0.052
10.28167	0.060
10.28333	0.057
10.28500	0.042
10.28667	0.047
10.28833	0.059
10.29000	0.057
10.29167	0.045
10.29333	0.048
10.29500	0.059
10.29667	0.058
10.29833	0.047
10.30000	0.049
10.30167	0.062
10.30333	0.061
10.30500	0.049
10.30667	0.051
10.30833	0.060
10.31000	0.056
10.31167	0.045
10.31333	0.044
10.31500	0.060
10.31667	0.058
10.31833	0.045
10.32000	0.041
10.32167	0.055
10.32333	0.056
10.32500	0.044
10.32667	0.043
10.32833	0.053
10.33000	0.054
10.33167	0.043
10.33333	0.038
10.33500	0.052
10.33667	0.054
10.33833	0.044
10.34000	0.041
10.34167	0.056
10.34333	0.058
10.34500	0.048
10.34667	0.042
10.34833	0.056
10.35000	0.054
10.35167	0.039
10.35333	0.034
10.35500	0.051
10.35667	0.054
10.35833	0.045
10.36000	0.040
10.36167	0.054
10.36333	0.057
10.36500	0.047
10.36667	0.041
10.36833	0.060
10.37000	0.064
10.37167	0.050
10.37333	0.042
10.37500	0.058
10.37667	0.061
10.37833	0.049
10.38000	0.040
10.38167	0.052
10.38333	0.058
10.38500	0.050
10.38667	0.043
10.38833	0.056
10.39000	0.060
10.39167	0.049
10.39333	0.038
10.39500	0.049
10.39667	0.053
10.39833	0.041
10.40000	0.032
10.40167	0.048
10.40333	0.055
10.40500	0.047
10.40667	0.036
10.40833	0.050
10.41000	0.055
10.41167	0.046
10.41333	0.037
10.41500	0.052
10.41667	0.059
10.41833	0.049
10.42000	0.037
10.42167	0.050
10.42333	0.058
10.42500	0.052
10.42667	0.039
10.42833	0.051
10.43000	0.058
10.43167	0.051
10.43333	0.041
10.43500	0.053
10.43667	0.058
10.43833	0.048
10.44000	0.034
10.44167	0.043
10.44333	0.053
10.44500	0.046
10.44667	0.035
10.44833	0.044
10.45000	0.055
10.45167	0.052
10.45333	0.042
10.45500	0.049
10.45667	0.058
10.45833	0.056
10.46000	0.044
10.46167	0.053
10.46333	0.062
10.46500	0.057
10.46667	0.047
10.46833	0.053
10.47000	0.061
10.47167	0.055
10.47333	0.042
10.47500	0.047
10.47667	0.058
10.47833	0.055
10.48000	0.046
10.48167	0.049
10.48333	0.059
10.48500	0.056
10.48667	0.041
10.48833	0.041
10.49000	0.054
10.49167	0.049
10.49333	0.033
10.49500	0.039
10.49667	0.051
10.49833	0.050
10.50000	0.041
10.50167	0.043
10.50333	0.053
10.50500	0.050
10.50667	0.042
10.50833	0.047
10.51000	0.060
10.51167	0.060
10.51333	0.045
10.51500	0.045
10.51667	0.058
10.51833	0.058
10.52000	0.049
10.52167	0.051
10.52333	0.061
10.52500	0.060
10.52667	0.050
10.52833	0.045
10.53000	0.056
10.53167	0.055
10.53333	0.043
10.53500	0.046
10.53667	0.061
10.53833	0.064
10.54000	0.051
10.54167	0.046
10.54333	0.061
10.54500	0.065
10.54667	0.050
10.54833	0.042
10.55000	0.055
10.55167	0.058
10.55333	0.048
10.55500	0.044
10.55667	0.055
10.55833	0.057
10.56000	0.045
10.56167	0.041
10.56333	0.055
10.56500	0.058
10.56667	0.046
10.56833	0.042
10.57000	0.053
10.57167	0.055
10.57333	0.047
10.57500	0.043
10.57667	0.056
10.57833	0.061
10.58000	0.052
10.58167	0.043
10.58333	0.054
10.58500	0.059
10.58667	0.050
10.58833	0.046
10.59000	0.058
10.59167	0.061
10.59333	0.048
10.59500	0.038
10.59667	0.049
10.59833	0.053
10.60000	0.044
10.60167	0.036
10.60333	0.049
10.60500	0.060
10.60667	0.054
10.60833	0.043
10.61000	0.051
10.61167	0.056
10.61333	0.048
10.61500	0.040
10.61667	0.054
10.61833	0.060
10.62000	0.048
10.62167	0.038
10.62333	0.047
10.62500	0.055
10.62667	0.049
10.62833	0.038
10.63000	0.047
10.63167	0.055
10.63333	0.046
10.63500	0.038
10.63667	0.050
10.63833	0.059
10.64000	0.052
10.64167	0.044
10.64333	0.056
10.64500	0.065
10.64667	0.059
10.64833	0.048
10.65000	0.058
10.65167	0.067
10.65333	0.060
10.65500	0.048
10.65667	0.057
10.65833	0.064
10.66000	0.056
10.66167	0.043
10.66333	0.050
10.66500	0.061
10.66667	0.055
10.66833	0.041
10.67000	0.048
10.67167	0.060
10.67333	0.057
10.67500	0.044
10.67667	0.051
10.67833	0.060
10.68000	0.054
10.68167	0.042
10.68333	0.050
10.68500	0.061
10.68667	0.058
10.68833	0.047
10.69000	0.050
10.69167	0.059
10.69333	0.055
10.69500	0.043
10.69667	0.049
10.69833	0.062
10.70000	0.060
10.70167	0.050
10.70333	0.054
10.70500	0.064
10.70667	0.059
10.70833	0.045
10.71000	0.049
10.71167	0.059
10.71333	0.059
10.71500	0.047
10.71667	0.049
10.71833	0.058
10.72000	0.058
10.72167	0.046
10.72333	0.051
10.72500	0.063
10.72667	0.061
10.72833	0.049
10.73000	0.053
10.73167	0.065
10.73333	0.066
10.73500	0.055
10.73667	0.059
10.73833	0.072
10.74000	0.066
10.74167	0.048
10.74333	0.047
10.74500	0.057
10.74667	0.058
10.74833	0.047
10.75000	0.050
10.75167	0.062
10.75333	0.062
10.75500	0.048
10.75667	0.047
10.75833	0.058
10.76000	0.060
10.76167	0.049
10.76333	0.049
10.76500	0.064
10.76667	0.064
10.76833	0.052
10.77000	0.048
10.77167	0.060
10.77333	0.062
10.77500	0.048
10.77667	0.043
10.77833	0.058
10.78000	0.062
10.78167	0.049
10.78333	0.046
10.78500	0.061
10.78667	0.067
10.78833	0.059
10.79000	0.058
10.79167	0.067
10.79333	0.066
10.79500	0.056
10.79667	0.051
10.79833	0.062
10.80000	0.064
10.80167	0.054
10.80333	0.048
10.80500	0.059
10.80667	0.064
10.80833	0.054
10.81000	0.046
10.81167	0.058
10.81333	0.065
10.81500	0.055
10.81667	0.047
10.81833	0.059
10.82000	0.064
10.82167	0.055
10.82333	0.045
10.82500	0.059
10.82667	0.064
10.82833	0.056
10.83000	0.047
10.83167	0.057
10.83333	0.063
10.83500	0.055
10.83667	0.044
10.83833	0.055
10.84000	0.060
10.84167	0.055
10.84333	0.044
10.84500	0.053
10.84667	0.057
10.84833	0.052
10.85000	0.044
10.85167	0.060
10.85333	0.070
10.85500	0.065
10.85667	0.052
10.85833	0.065
10.86000	0.073
10.86167	0.066
10.86333	0.052
10.86500	0.059
10.86667	0.066
10.86833	0.058
10.87000	0.044
10.87167	0.054
10.87333	0.063
10.87500	0.055
10.87667	0.039
10.87833	0.048
10.88000	0.058
10.88167	0.057
10.88333	0.045
10.88500	0.057
10.88667	0.069
10.88833	0.065
10.89000	0.049
10.89167	0.057
10.89333	0.065
10.89500	0.059
10.89667	0.046
10.89833	0.057
10.90000	0.066
10.90167	0.067
10.90333	0.053
10.90500	0.063
10.90667	0.070
10.90833	0.070
10.91000	0.056
10.91167	0.063
10.91333	0.074
10.91500	0.073
10.91667	0.059
10.91833	0.068
10.92000	0.079
10.92167	0.075
10.92333	0.058
10.92500	0.068
10.92667	0.077
10.92833	0.074
10.93000	0.059
10.93167	0.063
10.93333	0.073
10.93500	0.074
10.93667	0.064
10.93833	0.066
10.94000	0.075
10.94167	0.073
10.94333	0.057
10.94500	0.058
10.94667	0.067
10.94833	0.069
10.95000	0.055
10.95167	0.056
10.95333	0.068
10.95500	0.069
10.95667	0.057
10.95833	0.060
10.96000	0.070
10.96167	0.070
10.96333	0.057
10.96500	0.055
10.96667	0.067
10.96833	0.065
10.97000	0.052
10.97167	0.052
10.97333	0.067
10.97500	0.068
10.97667	0.056
10.97833	0.052
10.98000	0.066
10.98167	0.068
10.98333	0.054
10.98500	0.051
10.98667	0.066
10.98833	0.070
10.99000	0.058
10.99167	0.051
10.99333	0.063
10.99500	0.068
10.99667	0.059
10.99833	0.054
11.00000	0.066
11.00167	0.070
11.00333	0.061
11.00500	0.054
11.00667	0.071
11.00833	0.076
11.01000	0.065
11.01167	0.060
11.01333	0.071
11.01500	0.069
11.01667	0.059
11.01833	0.052
11.02000	0.067
11.02167	0.069
11.02333	0.057
11.02500	0.048
11.02667	0.060
11.02833	0.067
11.03000	0.060
11.03167	0.052
11.03333	0.066
11.03500	0.070
11.03667	0.065
11.03833	0.052
11.04000	0.062
11.04167	0.067
11.04333	0.058
11.04500	0.049
11.04667	0.063
11.04833	0.067
11.05000	0.057
11.05167	0.044
11.05333	0.054
11.05500	0.063
11.05667	0.056
11.05833	0.049
11.06000	0.064
11.06167	0.071
11.06333	0.065
11.06500	0.052
11.06667	0.066
11.06833	0.076
11.07000	0.068
11.07167	0.057
11.07333	0.072
11.07500	0.080
11.07667	0.071
11.07833	0.054
11.08000	0.062
11.08167	0.071
11.08333	0.068
11.08500	0.058
11.08667	0.068
11.08833	0.076
11.09000	0.070
11.09167	0.055
11.09333	0.068
11.09500	0.074
11.09667	0.066
11.09833	0.049
11.10000	0.057
11.10167	0.066
11.10333	0.064
11.10500	0.051
11.10667	0.060
11.10833	0.067
11.11000	0.061
11.11167	0.043
11.11333	0.051
11.11500	0.063
11.11667	0.062
11.11833	0.047
11.12000	0.050
11.12167	0.061
11.12333	0.061
11.12500	0.045
11.12667	0.051
11.12833	0.060
11.13000	0.060
11.13167	0.047
11.13333	0.052
11.13500	0.065
11.13667	0.064
11.13833	0.051
11.14000	0.054
11.14167	0.067
11.14333	0.067
11.14500	0.055
11.14667	0.055
11.14833	0.065
11.15000	0.061
11.15167	0.048
11.15333	0.048
11.15500	0.061
11.15667	0.064
11.15833	0.050
11.16000	0.047
11.16167	0.063
11.16333	0.065
11.16500	0.053
11.16667	0.053
11.16833	0.068
11.17000	0.065
11.17167	0.052
11.17333	0.050
11.17500	0.066
11.17667	0.069
11.17833	0.059
11.18000	0.056
11.18167	0.071
11.18333	0.068
11.18500	0.057
11.18667	0.055
11.18833	0.068
11.19000	0.070
11.19167	0.058
11.19333	0.052
11.19500	0.069
11.19667	0.070
11.19833	0.059
11.20000	0.051
11.20167	0.064
11.20333	0.070
11.20500	0.056
11.20667	0.049
11.20833	0.062
11.21000	0.065
11.21167	0.056
11.21333	0.048
11.21500	0.061
11.21667	0.063
11.21833	0.054
11.22000	0.047
11.22167	0.066
11.22333	0.069
11.22500	0.059
11.22667	0.050
11.22833	0.063
11.23000	0.070
11.23167	0.060
11.23333	0.053
11.23500	0.068
11.23667	0.072
11.23833	0.060
11.24000	0.049
11.24167	0.066
11.24333	0.071
11.24500	0.063
11.24667	0.052
11.24833	0.064
11.25000	0.071
11.25167	0.061
11.25333	0.047
11.25500	0.059
11.25667	0.064
11.25833	0.053
11.26000	0.044
11.26167	0.056
11.26333	0.062
11.26500	0.054
11.26667	0.041
11.26833	0.052
11.27000	0.060
11.27167	0.052
11.27333	0.040
11.27500	0.054
11.27667	0.063
11.27833	0.060
11.28000	0.050
11.28167	0.062
11.28333	0.071
11.28500	0.067
11.28667	0.056
11.28833	0.065
11.29000	0.072
