Filename,Commercial PLA
4.02,63.41,-0.399
4.02,63.42,-0.403
4.02,63.43,-0.407
4.02,63.45,-0.411
4.02,63.46,-0.415
4.03,63.47,-0.419
4.03,63.49,-0.423
4.03,63.50,-0.427
4.03,63.52,-0.431
4.03,63.53,-0.435
4.03,63.54,-0.439
4.04,63.56,-0.443
4.04,63.57,-0.447
4.04,63.58,-0.451
4.04,63.60,-0.455
4.04,63.61,-0.458
4.04,63.62,-0.462
4.04,63.64,-0.466
4.05,63.65,-0.469
4.05,63.67,-0.473
4.05,63.68,-0.477
4.05,63.69,-0.480
4.05,63.71,-0.484
4.06,63.72,-0.487
4.06,63.74,-0.490
4.06,63.75,-0.493
4.06,63.76,-0.496
4.06,63.78,-0.500
4.06,63.79,-0.503
4.06,63.80,-0.506
4.07,63.82,-0.508
4.07,63.83,-0.511
4.07,63.85,-0.514
4.07,63.86,-0.517
4.07,63.87,-0.520
4.08,63.89,-0.522
4.08,63.90,-0.525
4.08,63.92,-0.528
4.08,63.93,-0.530
4.08,63.94,-0.533
4.08,63.96,-0.535
4.09,63.97,-0.537
4.09,63.99,-0.539
4.09,64.00,-0.542
4.09,64.01,-0.544
4.09,64.03,-0.545
4.09,64.04,-0.547
4.09,64.06,-0.549
4.10,64.07,-0.551
4.10,64.09,-0.552
4.10,64.10,-0.554
4.10,64.12,-0.555
4.10,64.13,-0.556
4.11,64.15,-0.558
4.11,64.16,-0.559
4.11,64.18,-0.560
4.11,64.19,-0.561
4.11,64.21,-0.562
4.11,64.22,-0.563
4.11,64.24,-0.563
4.12,64.25,-0.564
4.12,64.27,-0.565
4.12,64.28,-0.565
4.12,64.30,-0.566
4.12,64.31,-0.567
4.13,64.33,-0.567
4.13,64.34,-0.568
4.13,64.36,-0.568
4.13,64.37,-0.568
4.13,64.39,-0.568
4.13,64.41,-0.568
4.14,64.42,-0.568
4.14,64.44,-0.568
4.14,64.45,-0.568
4.14,64.47,-0.568
4.14,64.48,-0.568
4.14,64.50,-0.568
4.14,64.52,-0.567
4.15,64.53,-0.567
4.15,64.55,-0.567
4.15,64.57,-0.566
4.15,64.58,-0.566
4.15,64.60,-0.566
4.16,64.61,-0.565
4.16,64.63,-0.565
4.16,64.65,-0.564
4.16,64.66,-0.564
4.16,64.68,-0.563
4.16,64.70,-0.562
4.16,64.71,-0.561
4.17,64.73,-0.561
4.17,64.75,-0.560
4.17,64.76,-0.559
4.17,64.78,-0.558
4.17,64.80,-0.557
4.18,64.81,-0.556
4.18,64.83,-0.555
4.18,64.85,-0.554
4.18,64.86,-0.553
4.18,64.88,-0.551
4.18,64.90,-0.550
4.19,64.92,-0.548
4.19,64.93,-0.547
4.19,64.95,-0.545
4.19,64.97,-0.544
4.19,64.98,-0.542
4.19,65.00,-0.541
4.19,65.02,-0.539
4.20,65.04,-0.537
4.20,65.05,-0.536
4.20,65.07,-0.534
4.20,65.09,-0.532
4.20,65.11,-0.531
4.21,65.12,-0.529
4.21,65.14,-0.527
4.21,65.16,-0.526
4.21,65.18,-0.524
4.21,65.19,-0.522
4.21,65.21,-0.521
4.21,65.23,-0.519
4.22,65.25,-0.517
4.22,65.27,-0.515
4.22,65.28,-0.513
4.22,65.30,-0.511
4.22,65.32,-0.510
4.23,65.34,-0.508
4.23,65.35,-0.506
4.23,65.37,-0.505
4.23,65.39,-0.503
4.23,65.41,-0.501
4.23,65.43,-0.499
4.24,65.44,-0.497
4.24,65.46,-0.496
4.24,65.48,-0.494
4.24,65.50,-0.492
4.24,65.52,-0.490
4.24,65.53,-0.489
4.24,65.55,-0.487
4.25,65.57,-0.485
4.25,65.59,-0.483
4.25,65.61,-0.482
4.25,65.62,-0.480
4.25,65.64,-0.478
4.26,65.66,-0.477
4.26,65.68,-0.475
4.26,65.70,-0.474
4.26,65.71,-0.472
4.26,65.73,-0.470
4.26,65.75,-0.469
4.26,65.77,-0.467
4.27,65.78,-0.465
4.27,65.80,-0.464
4.27,65.82,-0.462
4.27,65.84,-0.461
4.27,65.86,-0.459
4.28,65.88,-0.457
4.28,65.89,-0.456
4.28,65.91,-0.454
4.28,65.93,-0.452
4.28,65.95,-0.451
4.28,65.97,-0.449
4.29,65.98,-0.448
4.29,66.00,-0.446
4.29,66.02,-0.444
4.29,66.04,-0.443
4.29,66.06,-0.441
4.29,66.07,-0.439
4.30,66.09,-0.438
4.30,66.11,-0.436
4.30,66.13,-0.435
4.30,66.15,-0.433
4.30,66.16,-0.431
4.30,66.18,-0.430
4.30,66.20,-0.428
4.31,66.22,-0.427
4.31,66.24,-0.425
4.31,66.25,-0.424
4.31,66.27,-0.422
4.31,66.29,-0.421
4.31,66.31,-0.419
4.32,66.33,-0.418
4.32,66.34,-0.416
4.32,66.36,-0.415
4.32,66.38,-0.413
4.32,66.40,-0.412
4.33,66.42,-0.410
4.33,66.43,-0.409
4.33,66.45,-0.407
4.33,66.47,-0.406
4.33,66.49,-0.405
4.33,66.50,-0.403
4.34,66.52,-0.402
4.34,66.54,-0.401
4.34,66.56,-0.399
4.34,66.58,-0.398
4.34,66.59,-0.396
4.34,66.61,-0.395
4.35,66.63,-0.394
4.35,66.65,-0.392
4.35,66.67,-0.391
4.35,66.69,-0.390
4.35,66.70,-0.389
4.35,66.72,-0.387
4.35,66.74,-0.386
4.36,66.75,-0.385
4.36,66.77,-0.384
4.36,66.79,-0.383
4.36,66.81,-0.381
4.36,66.83,-0.380
4.36,66.84,-0.379
4.37,66.86,-0.378
4.37,66.88,-0.377
4.37,66.90,-0.376
4.37,66.91,-0.375
4.37,66.93,-0.374
4.38,66.95,-0.373
4.38,66.97,-0.371
4.38,66.99,-0.370
4.38,67.00,-0.369
4.38,67.02,-0.368
4.38,67.04,-0.367
4.39,67.06,-0.366
4.39,67.07,-0.365
4.39,67.09,-0.364
4.39,67.11,-0.363
4.39,67.13,-0.362
4.39,67.15,-0.361
4.40,67.16,-0.360
4.40,67.18,-0.359
4.40,67.20,-0.358
4.40,67.22,-0.357
4.40,67.23,-0.356
4.40,67.25,-0.355
4.40,67.27,-0.354
4.41,67.29,-0.354
4.41,67.30,-0.353
4.41,67.32,-0.352
4.41,67.34,-0.351
4.41,67.36,-0.350
4.41,67.37,-0.349
4.42,67.39,-0.349
4.42,67.41,-0.348
4.42,67.43,-0.347
4.42,67.44,-0.346
4.42,67.46,-0.345
4.43,67.48,-0.344
4.43,67.50,-0.343
4.43,67.51,-0.343
4.43,67.53,-0.342
4.43,67.55,-0.341
4.43,67.57,-0.340
4.44,67.58,-0.340
4.44,67.60,-0.339
4.44,67.62,-0.338
4.44,67.64,-0.337
4.44,67.65,-0.336
4.44,67.67,-0.336
4.45,67.69,-0.335
4.45,67.71,-0.334
4.45,67.72,-0.334
4.45,67.74,-0.333
4.45,67.76,-0.332
4.45,67.77,-0.331
4.45,67.79,-0.331
4.46,67.81,-0.330
4.46,67.83,-0.330
4.46,67.84,-0.329
4.46,67.86,-0.328
4.46,67.88,-0.327
4.46,67.90,-0.327
4.47,67.91,-0.326
4.47,67.93,-0.326
4.47,67.95,-0.325
4.47,67.97,-0.324
4.47,67.98,-0.324
4.48,68.00,-0.323
4.48,68.02,-0.322
4.48,68.03,-0.322
4.48,68.05,-0.321
4.48,68.07,-0.321
4.48,68.09,-0.320
4.49,68.10,-0.320
4.49,68.12,-0.319
4.49,68.14,-0.319
4.49,68.15,-0.318
4.49,68.17,-0.317
4.49,68.19,-0.317
4.50,68.21,-0.316
4.50,68.22,-0.316
4.50,68.24,-0.315
4.50,68.26,-0.315
4.50,68.27,-0.314
4.50,68.29,-0.313
4.50,68.31,-0.313
4.51,68.33,-0.313
4.51,68.34,-0.312
4.51,68.36,-0.311
4.51,68.38,-0.311
4.51,68.40,-0.310
4.51,68.41,-0.310
4.52,68.43,-0.310
4.52,68.45,-0.309
4.52,68.46,-0.308
4.52,68.48,-0.308
4.52,68.50,-0.308
4.53,68.52,-0.307
4.53,68.53,-0.307
4.53,68.55,-0.306
4.53,68.57,-0.306
4.53,68.58,-0.305
4.53,68.60,-0.305
4.54,68.62,-0.304
4.54,68.63,-0.304
4.54,68.65,-0.304
4.54,68.67,-0.303
4.54,68.69,-0.303
4.54,68.70,-0.303
4.55,68.72,-0.302
4.55,68.74,-0.302
4.55,68.75,-0.301
4.55,68.77,-0.301
4.55,68.79,-0.301
4.55,68.81,-0.300
4.55,68.82,-0.300
4.56,68.84,-0.300
4.56,68.86,-0.299
4.56,68.87,-0.299
4.56,68.89,-0.298
4.56,68.91,-0.298
4.56,68.93,-0.298
4.57,68.94,-0.297
4.57,68.96,-0.297
4.57,68.98,-0.297
4.57,68.99,-0.296
4.57,69.01,-0.296
4.58,69.03,-0.296
4.58,69.04,-0.295
4.58,69.06,-0.295
4.58,69.08,-0.295
4.58,69.09,-0.294
4.58,69.11,-0.294
4.59,69.13,-0.294
4.59,69.15,-0.293
4.59,69.16,-0.293
4.59,69.18,-0.293
4.59,69.20,-0.292
4.59,69.21,-0.292
4.60,69.23,-0.292
4.60,69.25,-0.292
4.60,69.26,-0.292
4.60,69.28,-0.291
4.60,69.30,-0.291
4.60,69.32,-0.291
4.60,69.33,-0.290
4.61,69.35,-0.290
4.61,69.37,-0.290
4.61,69.38,-0.289
4.61,69.40,-0.289
4.61,69.42,-0.289
4.61,69.43,-0.288
4.62,69.45,-0.288
4.62,69.47,-0.288
4.62,69.49,-0.288
4.62,69.50,-0.288
4.62,69.52,-0.288
4.63,69.54,-0.287
4.63,69.55,-0.287
4.63,69.57,-0.287
4.63,69.59,-0.287
4.63,69.60,-0.286
4.63,69.62,-0.286
4.64,69.64,-0.286
4.64,69.65,-0.286
4.64,69.67,-0.286
4.64,69.69,-0.285
4.64,69.71,-0.285
4.64,69.72,-0.285
4.65,69.74,-0.284
4.65,69.76,-0.284
4.65,69.77,-0.284
4.65,69.79,-0.284
4.65,69.81,-0.284
4.65,69.82,-0.283
4.65,69.84,-0.283
4.66,69.86,-0.283
4.66,69.87,-0.283
4.66,69.89,-0.283
4.66,69.91,-0.283
4.66,69.92,-0.282
4.66,69.94,-0.282
4.67,69.96,-0.282
4.67,69.97,-0.282
4.67,69.99,-0.282
4.67,70.01,-0.281
4.67,70.03,-0.281
4.68,70.04,-0.281
4.68,70.06,-0.281
4.68,70.08,-0.281
4.68,70.09,-0.281
4.68,70.11,-0.281
4.68,70.13,-0.281
4.69,70.14,-0.281
4.69,70.16,-0.280
4.69,70.18,-0.280
4.69,70.19,-0.280
4.69,70.21,-0.280
4.69,70.23,-0.280
4.70,70.24,-0.279
4.70,70.26,-0.279
4.70,70.28,-0.279
4.70,70.29,-0.279
4.70,70.31,-0.279
4.70,70.33,-0.279
4.70,70.34,-0.278
4.71,70.36,-0.278
4.71,70.38,-0.278
4.71,70.39,-0.278
4.71,70.41,-0.278
4.71,70.43,-0.278
4.71,70.45,-0.278
4.72,70.46,-0.278
4.72,70.48,-0.277
4.72,70.50,-0.277
4.72,70.51,-0.277
4.72,70.53,-0.277
4.73,70.55,-0.277
4.73,70.56,-0.277
4.73,70.58,-0.277
4.73,70.60,-0.277
4.73,70.61,-0.277
4.73,70.63,-0.276
4.74,70.65,-0.276
4.74,70.66,-0.276
4.74,70.68,-0.276
4.74,70.70,-0.276
4.74,70.71,-0.276
4.74,70.73,-0.276
4.75,70.75,-0.276
4.75,70.76,-0.275
4.75,70.78,-0.275
4.75,70.80,-0.275
4.75,70.82,-0.275
4.75,70.83,-0.275
4.75,70.85,-0.275
4.76,70.87,-0.275
4.76,70.88,-0.275
4.76,70.90,-0.274
4.76,70.92,-0.274
4.76,70.93,-0.274
4.76,70.95,-0.274
4.77,70.97,-0.274
4.77,70.98,-0.274
4.77,71.00,-0.274
4.77,71.02,-0.274
4.77,71.03,-0.274
4.78,71.05,-0.274
4.78,71.07,-0.274
4.78,71.08,-0.274
4.78,71.10,-0.274
4.78,71.12,-0.273
4.78,71.14,-0.273
4.79,71.15,-0.273
4.79,71.17,-0.273
4.79,71.18,-0.273
4.79,71.20,-0.273
4.79,71.22,-0.273
4.79,71.24,-0.273
4.80,71.25,-0.273
4.80,71.27,-0.273
4.80,71.29,-0.273
4.80,71.30,-0.272
4.80,71.32,-0.272
4.80,71.34,-0.272
4.80,71.35,-0.272
4.81,71.37,-0.272
4.81,71.39,-0.272
4.81,71.40,-0.272
4.81,71.42,-0.272
4.81,71.44,-0.272
4.81,71.45,-0.272
4.82,71.47,-0.271
4.82,71.49,-0.271
4.82,71.50,-0.271
4.82,71.52,-0.271
4.82,71.54,-0.271
4.83,71.55,-0.271
4.83,71.57,-0.271
4.83,71.59,-0.271
4.83,71.60,-0.271
4.83,71.62,-0.271
4.83,71.64,-0.271
4.84,71.65,-0.271
4.84,71.67,-0.271
4.84,71.69,-0.271
4.84,71.70,-0.271
4.84,71.72,-0.271
4.84,71.74,-0.270
4.85,71.75,-0.270
4.85,71.77,-0.270
4.85,71.79,-0.270
4.85,71.80,-0.270
4.85,71.82,-0.270
4.85,71.84,-0.270
4.85,71.86,-0.270
4.86,71.87,-0.270
4.86,71.89,-0.270
4.86,71.90,-0.270
4.86,71.92,-0.270
4.86,71.94,-0.270
4.86,71.96,-0.270
4.87,71.97,-0.270
4.87,71.99,-0.269
4.87,72.01,-0.269
4.87,72.02,-0.269
4.87,72.04,-0.269
4.88,72.06,-0.269
4.88,72.07,-0.269
4.88,72.09,-0.269
4.88,72.11,-0.269
4.88,72.12,-0.269
4.88,72.14,-0.269
4.89,72.16,-0.269
4.89,72.17,-0.269
4.89,72.19,-0.269
4.89,72.21,-0.269
4.89,72.22,-0.269
4.89,72.24,-0.269
4.90,72.26,-0.269
4.90,72.27,-0.269
4.90,72.29,-0.269
4.90,72.31,-0.269
4.90,72.32,-0.269
4.90,72.34,-0.269
4.90,72.36,-0.269
4.91,72.37,-0.269
4.91,72.39,-0.269
4.91,72.41,-0.269
4.91,72.42,-0.268
4.91,72.44,-0.268
4.91,72.46,-0.268
4.92,72.47,-0.268
4.92,72.49,-0.268
4.92,72.51,-0.268
4.92,72.52,-0.268
4.92,72.54,-0.268
4.93,72.56,-0.268
4.93,72.57,-0.268
4.93,72.59,-0.268
4.93,72.61,-0.268
4.93,72.62,-0.268
4.93,72.64,-0.268
4.94,72.66,-0.268
4.94,72.67,-0.268
4.94,72.69,-0.268
4.94,72.71,-0.268
4.94,72.73,-0.268
4.94,72.74,-0.268
4.95,72.76,-0.268
4.95,72.77,-0.268
4.95,72.79,-0.268
4.95,72.81,-0.268
4.95,72.83,-0.268
4.95,72.84,-0.268
4.95,72.86,-0.268
4.96,72.87,-0.268
4.96,72.89,-0.268
4.96,72.91,-0.268
4.96,72.93,-0.268
4.96,72.94,-0.268
4.96,72.96,-0.268
4.97,72.98,-0.268
4.97,72.99,-0.268
4.97,73.01,-0.268
4.97,73.03,-0.268
4.97,73.04,-0.268
4.98,73.06,-0.268
4.98,73.08,-0.268
4.98,73.09,-0.268
4.98,73.11,-0.268
4.98,73.13,-0.268
4.98,73.14,-0.268
4.99,73.16,-0.267
4.99,73.18,-0.267
4.99,73.19,-0.267
4.99,73.21,-0.267
4.99,73.23,-0.267
4.99,73.24,-0.267
5.00,73.26,-0.267
5.00,73.28,-0.267
5.00,73.29,-0.267
5.00,73.31,-0.267
5.00,73.33,-0.267
5.00,73.34,-0.267
5.00,73.36,-0.267
5.01,73.38,-0.267
5.01,73.39,-0.267
5.01,73.41,-0.267
5.01,73.43,-0.267
5.01,73.44,-0.267
5.01,73.46,-0.267
5.02,73.48,-0.267
5.02,73.49,-0.267
5.02,73.51,-0.267
5.02,73.53,-0.267
5.02,73.54,-0.267
5.03,73.56,-0.267
5.03,73.58,-0.267
5.03,73.59,-0.267
5.03,73.61,-0.267
5.03,73.63,-0.267
5.03,73.64,-0.267
5.04,73.66,-0.267
5.04,73.68,-0.267
5.04,73.69,-0.267
5.04,73.71,-0.267
5.04,73.73,-0.267
5.04,73.74,-0.267
5.05,73.76,-0.267
5.05,73.78,-0.267
5.05,73.79,-0.267
5.05,73.81,-0.267
5.05,73.83,-0.267
5.05,73.84,-0.267
5.05,73.86,-0.267
5.06,73.88,-0.267
5.06,73.89,-0.267
5.06,73.91,-0.267
5.06,73.93,-0.267
5.06,73.94,-0.267
5.06,73.96,-0.267
5.07,73.98,-0.267
5.07,73.99,-0.267
5.07,74.01,-0.267
5.07,74.03,-0.267
5.07,74.04,-0.267
5.08,74.06,-0.267
5.08,74.08,-0.267
5.08,74.09,-0.267
5.08,74.11,-0.267
5.08,74.13,-0.267
5.08,74.14,-0.267
5.09,74.16,-0.267
5.09,74.18,-0.267
5.09,74.19,-0.267
5.09,74.21,-0.267
5.09,74.23,-0.267
5.09,74.24,-0.267
5.10,74.26,-0.267
5.10,74.28,-0.267
5.10,74.29,-0.267
5.10,74.31,-0.267
5.10,74.33,-0.267
5.10,74.34,-0.267
5.10,74.36,-0.267
5.11,74.38,-0.267
5.11,74.39,-0.267
5.11,74.41,-0.267
5.11,74.43,-0.267
5.11,74.44,-0.267
5.11,74.46,-0.266
5.12,74.48,-0.266
5.12,74.49,-0.266
5.12,74.51,-0.266
5.12,74.53,-0.266
5.12,74.54,-0.266
5.13,74.56,-0.266
5.13,74.58,-0.266
5.13,74.59,-0.266
5.13,74.61,-0.266
5.13,74.63,-0.266
5.13,74.65,-0.266
5.14,74.66,-0.266
5.14,74.68,-0.266
5.14,74.70,-0.266
5.14,74.71,-0.266
5.14,74.73,-0.266
5.14,74.74,-0.266
5.15,74.76,-0.266
5.15,74.78,-0.266
5.15,74.80,-0.266
5.15,74.81,-0.266
5.15,74.83,-0.266
5.15,74.85,-0.266
5.15,74.86,-0.266
5.16,74.88,-0.266
5.16,74.90,-0.266
5.16,74.91,-0.266
5.16,74.93,-0.266
5.16,74.94,-0.266
5.16,74.96,-0.266
5.17,74.98,-0.266
5.17,74.99,-0.266
5.17,75.01,-0.266
5.17,75.03,-0.266
5.17,75.05,-0.266
5.18,75.06,-0.266
5.18,75.08,-0.266
5.18,75.09,-0.266
5.18,75.11,-0.266
5.18,75.13,-0.266
5.18,75.14,-0.266
5.19,75.16,-0.266
5.19,75.18,-0.266
5.19,75.20,-0.266
5.19,75.21,-0.266
5.19,75.23,-0.266
5.19,75.25,-0.266
5.20,75.26,-0.266
5.20,75.28,-0.266
5.20,75.30,-0.266
5.20,75.31,-0.266
5.20,75.33,-0.266
5.20,75.35,-0.266
5.20,75.36,-0.266
5.21,75.38,-0.266
5.21,75.40,-0.266
5.21,75.41,-0.266
5.21,75.43,-0.266
5.21,75.45,-0.266
5.21,75.46,-0.266
5.22,75.48,-0.266
5.22,75.50,-0.266
5.22,75.51,-0.266
5.22,75.53,-0.266
5.22,75.55,-0.266
5.23,75.56,-0.266
5.23,75.58,-0.266
5.23,75.60,-0.266
5.23,75.61,-0.266
5.23,75.63,-0.266
5.23,75.65,-0.266
5.24,75.66,-0.266
5.24,75.68,-0.266
5.24,75.70,-0.266
5.24,75.71,-0.266
5.24,75.73,-0.266
5.24,75.75,-0.266
5.25,75.76,-0.266
5.25,75.78,-0.266
5.25,75.80,-0.266
5.25,75.81,-0.266
5.25,75.83,-0.266
5.25,75.85,-0.266
5.25,75.86,-0.266
5.26,75.88,-0.266
5.26,75.90,-0.266
5.26,75.91,-0.266
5.26,75.93,-0.266
5.26,75.95,-0.266
5.26,75.96,-0.266
5.27,75.98,-0.266
5.27,76.00,-0.266
5.27,76.01,-0.266
5.27,76.03,-0.266
5.27,76.05,-0.266
5.28,76.06,-0.266
5.28,76.08,-0.266
5.28,76.10,-0.266
5.28,76.11,-0.266
5.28,76.13,-0.266
5.28,76.15,-0.266
5.29,76.16,-0.266
5.29,76.18,-0.266
5.29,76.20,-0.266
5.29,76.21,-0.266
5.29,76.23,-0.266
5.29,76.25,-0.266
5.30,76.26,-0.266
5.30,76.28,-0.266
5.30,76.30,-0.266
5.30,76.31,-0.266
5.30,76.33,-0.266
5.30,76.35,-0.266
5.30,76.36,-0.266
5.31,76.38,-0.266
5.31,76.40,-0.266
5.31,76.41,-0.266
5.31,76.43,-0.266
5.31,76.45,-0.266
5.31,76.46,-0.266
5.32,76.48,-0.266
5.32,76.50,-0.266
5.32,76.51,-0.266
5.32,76.53,-0.266
5.32,76.55,-0.266
5.33,76.56,-0.266
5.33,76.58,-0.266
5.33,76.60,-0.266
5.33,76.61,-0.266
5.33,76.63,-0.266
5.33,76.65,-0.266
5.34,76.66,-0.266
5.34,76.68,-0.266
5.34,76.70,-0.266
5.34,76.71,-0.266
5.34,76.73,-0.266
5.34,76.75,-0.266
5.35,76.76,-0.266
5.35,76.78,-0.266
5.35,76.80,-0.266
5.35,76.81,-0.266
5.35,76.83,-0.266
5.35,76.85,-0.266
5.35,76.86,-0.266
5.36,76.88,-0.266
5.36,76.90,-0.266
5.36,76.91,-0.266
5.36,76.93,-0.266
5.36,76.95,-0.266
5.36,76.96,-0.266
5.37,76.98,-0.266
5.37,77.00,-0.266
5.37,77.01,-0.266
5.37,77.03,-0.266
5.37,77.05,-0.266
5.38,77.06,-0.266
5.38,77.08,-0.266
5.38,77.10,-0.266
5.38,77.11,-0.266
5.38,77.13,-0.266
5.38,77.15,-0.266
5.39,77.16,-0.266
5.39,77.18,-0.266
5.39,77.20,-0.266
5.39,77.21,-0.266
5.39,77.23,-0.266
5.39,77.25,-0.266
5.40,77.26,-0.266
5.40,77.28,-0.266
5.40,77.30,-0.266
5.40,77.31,-0.266
5.40,77.33,-0.266
5.40,77.35,-0.266
5.40,77.36,-0.266
5.41,77.38,-0.266
5.41,77.40,-0.266
5.41,77.41,-0.266
5.41,77.43,-0.266
5.41,77.45,-0.266
5.41,77.46,-0.266
5.42,77.48,-0.266
5.42,77.50,-0.266
5.42,77.51,-0.266
5.42,77.53,-0.266
5.42,77.55,-0.266
5.43,77.56,-0.266
5.43,77.58,-0.266
5.43,77.60,-0.266
5.43,77.62,-0.266
5.43,77.63,-0.266
5.43,77.65,-0.266
5.44,77.67,-0.266
5.44,77.68,-0.266
5.44,77.70,-0.266
5.44,77.71,-0.266
5.44,77.73,-0.266
5.44,77.75,-0.266
5.45,77.76,-0.266
5.45,77.78,-0.266
5.45,77.80,-0.266
5.45,77.81,-0.266
5.45,77.83,-0.266
5.45,77.85,-0.266
5.45,77.86,-0.266
5.46,77.88,-0.266
5.46,77.90,-0.266
5.46,77.91,-0.266
5.46,77.93,-0.266
5.46,77.95,-0.266
5.46,77.96,-0.266
5.47,77.98,-0.266
5.47,78.00,-0.266
5.47,78.01,-0.266
5.47,78.03,-0.266
5.47,78.05,-0.266
5.48,78.06,-0.266
5.48,78.08,-0.266
5.48,78.10,-0.266
5.48,78.11,-0.266
5.48,78.13,-0.266
5.48,78.15,-0.266
5.49,78.16,-0.266
5.49,78.18,-0.266
5.49,78.20,-0.266
5.49,78.21,-0.266
5.49,78.23,-0.266
5.49,78.25,-0.266
5.50,78.26,-0.266
5.50,78.28,-0.266
5.50,78.30,-0.266
5.50,78.31,-0.266
5.50,78.33,-0.266
5.50,78.35,-0.266
5.50,78.36,-0.266
5.51,78.38,-0.266
5.51,78.40,-0.266
5.51,78.41,-0.266
5.51,78.43,-0.266
5.51,78.45,-0.266
5.51,78.46,-0.266
5.52,78.48,-0.266
5.52,78.50,-0.266
5.52,78.51,-0.266
5.52,78.53,-0.266
5.52,78.55,-0.266
5.53,78.56,-0.266
5.53,78.58,-0.266
5.53,78.60,-0.266
5.53,78.61,-0.266
5.53,78.63,-0.266
5.53,78.65,-0.266
5.54,78.66,-0.266
5.54,78.68,-0.266
5.54,78.70,-0.266
5.54,78.71,-0.266
5.54,78.73,-0.266
5.54,78.75,-0.266
5.55,78.76,-0.266
5.55,78.78,-0.266
5.55,78.80,-0.266
5.55,78.81,-0.266
5.55,78.83,-0.266
5.55,78.85,-0.266
5.55,78.86,-0.266
5.56,78.88,-0.266
5.56,78.90,-0.266
5.56,78.91,-0.266
5.56,78.93,-0.266
5.56,78.95,-0.266
5.56,78.96,-0.266
5.57,78.98,-0.266
5.57,79.00,-0.266
5.57,79.01,-0.266
5.57,79.03,-0.266
5.57,79.05,-0.266
5.58,79.06,-0.266
5.58,79.08,-0.266
5.58,79.10,-0.266
5.58,79.11,-0.266
5.58,79.13,-0.266
5.58,79.15,-0.266
5.59,79.16,-0.266
5.59,79.18,-0.266
5.59,79.20,-0.266
5.59,79.21,-0.266
5.59,79.23,-0.266
5.59,79.25,-0.266
5.60,79.27,-0.266
5.60,79.28,-0.266
5.60,79.30,-0.266
5.60,79.31,-0.266
5.60,79.33,-0.266
5.60,79.35,-0.266
5.60,79.36,-0.266
5.61,79.38,-0.266
5.61,79.40,-0.266
5.61,79.42,-0.266
5.61,79.43,-0.266
5.61,79.45,-0.266
5.61,79.47,-0.266
5.62,79.48,-0.266
5.62,79.50,-0.266
5.62,79.51,-0.266
5.62,79.53,-0.266
5.62,79.55,-0.266
5.63,79.57,-0.266
5.63,79.58,-0.266
5.63,79.60,-0.266
5.63,79.61,-0.266
5.63,79.63,-0.266
5.63,79.65,-0.266
5.64,79.66,-0.266
5.64,79.68,-0.266
5.64,79.70,-0.266
5.64,79.71,-0.266
5.64,79.73,-0.266
5.64,79.75,-0.266
5.65,79.76,-0.266
5.65,79.78,-0.266
5.65,79.80,-0.266
5.65,79.82,-0.266
5.65,79.83,-0.266
5.65,79.85,-0.266
5.65,79.86,-0.266
5.66,79.88,-0.266
5.66,79.90,-0.266
5.66,79.92,-0.266
5.66,79.93,-0.266
5.66,79.95,-0.266
5.66,79.97,-0.266
5.67,79.98,-0.266
5.67,80.00,-0.266
5.67,80.02,-0.266
5.67,80.03,-0.266
5.67,80.05,-0.266
5.68,80.06,-0.266
5.68,80.08,-0.266
5.68,80.10,-0.266
5.68,80.11,-0.266
5.68,80.13,-0.266
5.68,80.15,-0.266
5.69,80.16,-0.266
5.69,80.18,-0.266
5.69,80.20,-0.266
5.69,80.21,-0.266
5.69,80.23,-0.266
5.69,80.25,-0.266
5.70,80.27,-0.266
5.70,80.28,-0.266
5.70,80.30,-0.266
5.70,80.31,-0.266
5.70,80.33,-0.266
5.70,80.35,-0.266
5.70,80.36,-0.266
5.71,80.38,-0.266
5.71,80.40,-0.266
5.71,80.41,-0.266
5.71,80.43,-0.266
5.71,80.45,-0.266
5.71,80.46,-0.266
5.72,80.48,-0.266
5.72,80.50,-0.266
5.72,80.51,-0.266
5.72,80.53,-0.266
5.72,80.55,-0.266
5.73,80.56,-0.266
5.73,80.58,-0.266
5.73,80.60,-0.266
5.73,80.61,-0.266
5.73,80.63,-0.266
5.73,80.65,-0.266
5.74,80.67,-0.266
5.74,80.68,-0.266
5.74,80.70,-0.266
5.74,80.71,-0.266
5.74,80.73,-0.266
5.74,80.75,-0.266
5.75,80.76,-0.266
5.75,80.78,-0.266
5.75,80.80,-0.266
5.75,80.82,-0.266
5.75,80.83,-0.266
5.75,80.85,-0.266
5.75,80.86,-0.266
5.76,80.88,-0.266
5.76,80.90,-0.266
5.76,80.92,-0.266
5.76,80.93,-0.266
5.76,80.95,-0.266
5.76,80.96,-0.266
5.77,80.98,-0.266
5.77,81.00,-0.266
5.77,81.02,-0.266
5.77,81.03,-0.266
5.77,81.05,-0.266
5.78,81.06,-0.266
5.78,81.08,-0.266
5.78,81.10,-0.266
5.78,81.12,-0.266
5.78,81.13,-0.266
5.78,81.15,-0.266
5.79,81.16,-0.266
5.79,81.18,-0.266
5.79,81.20,-0.266
5.79,81.21,-0.266
5.79,81.23,-0.266
5.79,81.25,-0.266
5.80,81.26,-0.266
5.80,81.28,-0.266
5.80,81.30,-0.266
5.80,81.32,-0.266
5.80,81.33,-0.266
5.80,81.35,-0.266
5.80,81.36,-0.266
5.81,81.38,-0.266
5.81,81.40,-0.266
