Filename,Commercial PLA
22.85,136.53,0.162
22.85,136.52,0.162
22.85,136.51,0.162
22.85,136.51,0.162
22.86,136.50,0.162
22.86,136.49,0.162
22.86,136.48,0.162
22.86,136.47,0.162
22.86,136.46,0.162
22.86,136.46,0.162
22.87,136.45,0.162
22.87,136.44,0.162
22.87,136.43,0.162
22.87,136.42,0.162
22.87,136.41,0.162
22.87,136.41,0.162
22.88,136.40,0.162
22.88,136.39,0.162
22.88,136.38,0.162
22.88,136.37,0.162
22.88,136.36,0.162
22.88,136.35,0.162
22.88,136.35,0.162
22.89,136.34,0.162
22.89,136.33,0.162
22.89,136.32,0.162
22.89,136.31,0.162
22.89,136.31,0.162
22.89,136.30,0.162
22.90,136.29,0.162
22.90,136.28,0.162
22.90,136.27,0.162
22.90,136.26,0.162
22.90,136.25,0.162
22.91,136.25,0.162
22.91,136.24,0.162
22.91,136.23,0.162
22.91,136.22,0.162
22.91,136.21,0.162
22.91,136.21,0.162
22.92,136.20,0.162
22.92,136.19,0.162
22.92,136.18,0.162
22.92,136.17,0.162
22.92,136.16,0.162
22.92,136.16,0.162
22.93,136.15,0.162
22.93,136.14,0.162
22.93,136.13,0.162
22.93,136.12,0.162
22.93,136.11,0.162
22.93,136.11,0.162
22.93,136.10,0.162
22.94,136.09,0.162
22.94,136.08,0.162
22.94,136.07,0.162
22.94,136.06,0.162
22.94,136.06,0.162
22.94,136.05,0.162
22.95,136.04,0.162
22.95,136.03,0.162
22.95,136.02,0.162
22.95,136.01,0.162
22.95,136.01,0.162
22.96,136.00,0.162
22.96,135.99,0.162
22.96,135.98,0.162
22.96,135.97,0.162
22.96,135.97,0.162
22.96,135.95,0.162
22.97,135.95,0.162
22.97,135.94,0.162
22.97,135.93,0.162
22.97,135.92,0.162
22.97,135.91,0.162
22.97,135.91,0.162
22.98,135.90,0.162
22.98,135.89,0.162
22.98,135.88,0.162
22.98,135.87,0.162
22.98,135.86,0.162
22.98,135.86,0.162
22.98,135.85,0.162
22.99,135.84,0.162
22.99,135.83,0.162
22.99,135.82,0.162
22.99,135.81,0.162
22.99,135.81,0.162
22.99,135.80,0.162
23.00,135.79,0.162
23.00,135.78,0.162
23.00,135.77,0.162
23.00,135.76,0.162
23.00,135.76,0.162
23.01,135.75,0.162
23.01,135.74,0.162
23.01,135.73,0.162
23.01,135.72,0.162
23.01,135.71,0.162
23.01,135.71,0.162
23.02,135.70,0.162
23.02,135.69,0.162
23.02,135.68,0.162
23.02,135.67,0.162
23.02,135.66,0.162
23.02,135.66,0.162
23.03,135.65,0.162
23.03,135.64,0.162
23.03,135.63,0.162
23.03,135.62,0.162
23.03,135.62,0.162
23.03,135.61,0.162
23.03,135.60,0.162
23.04,135.59,0.162
23.04,135.58,0.162
23.04,135.57,0.162
23.04,135.56,0.162
23.04,135.56,0.162
23.04,135.55,0.162
23.05,135.54,0.162
23.05,135.53,0.162
23.05,135.52,0.162
23.05,135.51,0.162
23.05,135.51,0.162
23.06,135.50,0.162
23.06,135.49,0.162
23.06,135.48,0.162
23.06,135.47,0.162
23.06,135.46,0.162
23.06,135.46,0.162
23.07,135.45,0.162
23.07,135.44,0.162
23.07,135.43,0.162
23.07,135.42,0.162
23.07,135.41,0.162
23.07,135.40,0.162
23.08,135.40,0.162
23.08,135.39,0.162
23.08,135.38,0.162
23.08,135.37,0.162
23.08,135.36,0.162
23.08,135.36,0.162
23.08,135.35,0.162
23.09,135.34,0.162
23.09,135.33,0.162
23.09,135.32,0.162
23.09,135.31,0.162
23.09,135.31,0.162
23.09,135.30,0.162
23.10,135.29,0.162
23.10,135.28,0.162
23.10,135.27,0.162
23.10,135.26,0.162
23.10,135.26,0.162
23.11,135.25,0.162
23.11,135.24,0.162
23.11,135.23,0.162
23.11,135.22,0.162
23.11,135.21,0.162
23.11,135.21,0.162
23.12,135.20,0.162
23.12,135.19,0.162
23.12,135.18,0.162
23.12,135.17,0.162
23.12,135.16,0.162
23.12,135.16,0.162
23.13,135.15,0.162
23.13,135.14,0.162
23.13,135.13,0.162
23.13,135.12,0.162
23.13,135.11,0.162
23.13,135.11,0.162
23.13,135.10,0.162
23.14,135.09,0.162
23.14,135.08,0.162
23.14,135.07,0.162
23.14,135.06,0.162
23.14,135.06,0.162
23.14,135.05,0.162
23.15,135.04,0.162
23.15,135.03,0.162
23.15,135.02,0.162
23.15,135.01,0.162
23.15,135.01,0.162
23.16,135.00,0.162
23.16,134.99,0.162
23.16,134.98,0.162
23.16,134.97,0.162
23.16,134.96,0.162
23.16,134.96,0.162
23.17,134.95,0.162
23.17,134.94,0.162
23.17,134.93,0.162
23.17,134.92,0.162
23.17,134.91,0.162
23.17,134.91,0.162
23.18,134.90,0.162
23.18,134.89,0.162
23.18,134.88,0.162
23.18,134.87,0.162
23.18,134.86,0.162
23.18,134.86,0.162
23.18,134.85,0.162
23.19,134.84,0.162
23.19,134.83,0.162
23.19,134.82,0.162
23.19,134.81,0.162
23.19,134.81,0.162
23.19,134.80,0.162
23.20,134.79,0.162
23.20,134.78,0.162
23.20,134.77,0.162
23.20,134.76,0.162
23.20,134.76,0.162
23.21,134.75,0.162
23.21,134.74,0.162
23.21,134.73,0.162
23.21,134.72,0.162
23.21,134.72,0.162
23.21,134.71,0.162
23.22,134.70,0.162
23.22,134.69,0.162
23.22,134.68,0.162
23.22,134.67,0.162
23.22,134.66,0.162
23.22,134.66,0.162
23.23,134.65,0.162
23.23,134.64,0.162
23.23,134.63,0.162
23.23,134.62,0.162
23.23,134.61,0.162
23.23,134.61,0.162
23.23,134.60,0.162
23.24,134.59,0.162
23.24,134.58,0.162
23.24,134.57,0.162
23.24,134.56,0.162
23.24,134.56,0.162
23.24,134.55,0.162
23.25,134.54,0.162
23.25,134.53,0.162
23.25,134.52,0.162
23.25,134.52,0.162
23.25,134.51,0.162
23.26,134.50,0.162
23.26,134.49,0.162
23.26,134.48,0.162
23.26,134.47,0.162
23.26,134.46,0.162
23.26,134.46,0.162
23.27,134.45,0.162
23.27,134.44,0.162
23.27,134.43,0.162
23.27,134.42,0.162
23.27,134.41,0.162
23.27,134.41,0.162
23.28,134.40,0.162
23.28,134.39,0.162
23.28,134.38,0.162
23.28,134.37,0.162
23.28,134.37,0.162
23.28,134.36,0.162
23.28,134.35,0.162
23.29,134.34,0.162
23.29,134.33,0.162
23.29,134.32,0.162
23.29,134.32,0.162
23.29,134.31,0.162
23.29,134.30,0.162
23.30,134.29,0.162
23.30,134.28,0.162
23.30,134.27,0.162
23.30,134.27,0.162
23.30,134.26,0.162
23.31,134.25,0.162
23.31,134.24,0.162
23.31,134.23,0.162
23.31,134.22,0.162
23.31,134.22,0.162
23.31,134.21,0.162
23.32,134.20,0.162
23.32,134.19,0.162
23.32,134.18,0.162
23.32,134.17,0.162
23.32,134.17,0.162
23.32,134.16,0.162
23.33,134.15,0.162
23.33,134.14,0.162
23.33,134.13,0.162
23.33,134.12,0.162
23.33,134.12,0.162
23.33,134.11,0.162
23.33,134.10,0.162
23.34,134.09,0.162
23.34,134.08,0.162
23.34,134.07,0.162
23.34,134.07,0.162
23.34,134.06,0.162
23.34,134.05,0.162
23.35,134.04,0.162
23.35,134.03,0.162
23.35,134.02,0.162
23.35,134.02,0.162
23.35,134.01,0.162
23.36,134.00,0.162
23.36,133.99,0.162
23.36,133.98,0.162
23.36,133.97,0.162
23.36,133.97,0.162
23.36,133.96,0.162
23.37,133.95,0.162
23.37,133.94,0.162
23.37,133.93,0.162
23.37,133.92,0.162
23.37,133.92,0.162
23.37,133.91,0.162
23.38,133.90,0.162
23.38,133.89,0.162
23.38,133.88,0.162
23.38,133.87,0.162
23.38,133.87,0.162
23.38,133.86,0.162
23.38,133.85,0.161
23.39,133.84,0.161
23.39,133.83,0.161
23.39,133.82,0.161
23.39,133.82,0.161
23.39,133.81,0.161
23.39,133.80,0.161
23.40,133.79,0.161
23.40,133.78,0.161
23.40,133.77,0.161
23.40,133.77,0.161
23.40,133.76,0.161
23.41,133.75,0.161
23.41,133.74,0.161
23.41,133.73,0.161
23.41,133.72,0.161
23.41,133.72,0.161
23.41,133.71,0.161
23.42,133.70,0.161
23.42,133.69,0.161
23.42,133.68,0.161
23.42,133.67,0.161
23.42,133.67,0.161
23.42,133.66,0.161
23.43,133.65,0.161
23.43,133.64,0.161
23.43,133.63,0.161
23.43,133.63,0.161
23.43,133.62,0.161
23.43,133.61,0.161
23.43,133.60,0.161
23.44,133.59,0.161
23.44,133.58,0.161
23.44,133.57,0.161
23.44,133.57,0.161
23.44,133.56,0.161
23.44,133.55,0.161
23.45,133.54,0.161
23.45,133.53,0.161
23.45,133.52,0.161
23.45,133.52,0.161
23.45,133.51,0.161
23.46,133.50,0.161
23.46,133.49,0.161
23.46,133.48,0.161
23.46,133.47,0.161
23.46,133.47,0.161
23.46,133.46,0.161
23.47,133.45,0.161
23.47,133.44,0.161
23.47,133.43,0.161
23.47,133.42,0.161
23.47,133.42,0.161
23.47,133.41,0.161
23.48,133.40,0.161
23.48,133.39,0.161
23.48,133.38,0.161
23.48,133.37,0.161
23.48,133.37,0.161
23.48,133.36,0.161
23.48,133.35,0.161
23.49,133.34,0.161
23.49,133.33,0.161
23.49,133.32,0.161
23.49,133.32,0.161
23.49,133.31,0.161
23.49,133.30,0.161
23.50,133.29,0.161
23.50,133.28,0.161
23.50,133.28,0.161
23.50,133.27,0.161
23.50,133.26,0.161
23.51,133.25,0.161
23.51,133.24,0.161
23.51,133.23,0.161
23.51,133.22,0.161
23.51,133.22,0.161
23.51,133.21,0.161
23.52,133.20,0.161
23.52,133.19,0.161
23.52,133.18,0.161
23.52,133.17,0.161
23.52,133.17,0.161
23.52,133.16,0.161
23.53,133.15,0.161
23.53,133.14,0.161
23.53,133.13,0.161
23.53,133.13,0.161
23.53,133.12,0.161
23.53,133.11,0.161
23.53,133.10,0.161
23.54,133.09,0.161
23.54,133.08,0.161
23.54,133.08,0.161
23.54,133.07,0.161
23.54,133.06,0.161
23.54,133.05,0.161
23.55,133.04,0.161
23.55,133.03,0.161
23.55,133.03,0.161
23.55,133.02,0.161
23.55,133.01,0.161
23.56,133.00,0.161
23.56,132.99,0.161
23.56,132.98,0.161
23.56,132.98,0.161
23.56,132.97,0.161
23.56,132.96,0.161
23.57,132.95,0.161
23.57,132.94,0.161
23.57,132.93,0.161
23.57,132.92,0.161
23.57,132.92,0.161
23.57,132.91,0.161
23.58,132.90,0.161
23.58,132.89,0.161
23.58,132.88,0.161
23.58,132.88,0.161
23.58,132.87,0.161
23.58,132.86,0.161
23.58,132.85,0.161
23.59,132.84,0.161
23.59,132.83,0.161
23.59,132.82,0.161
23.59,132.82,0.161
23.59,132.81,0.161
23.59,132.80,0.161
23.60,132.79,0.161
23.60,132.78,0.161
23.60,132.78,0.161
23.60,132.77,0.161
23.60,132.76,0.161
23.61,132.75,0.161
23.61,132.74,0.161
23.61,132.73,0.161
23.61,132.72,0.161
23.61,132.72,0.161
23.61,132.71,0.161
23.62,132.70,0.161
23.62,132.69,0.161
23.62,132.68,0.161
23.62,132.67,0.161
23.62,132.67,0.161
23.62,132.66,0.161
23.63,132.65,0.161
23.63,132.64,0.161
23.63,132.63,0.161
23.63,132.62,0.161
23.63,132.62,0.161
23.63,132.61,0.161
23.63,132.60,0.161
23.64,132.59,0.161
23.64,132.58,0.161
23.64,132.57,0.161
23.64,132.57,0.161
23.64,132.56,0.161
23.64,132.55,0.161
23.65,132.54,0.161
23.65,132.53,0.161
23.65,132.53,0.161
23.65,132.52,0.161
23.65,132.51,0.161
23.66,132.50,0.161
23.66,132.49,0.161
23.66,132.48,0.161
23.66,132.48,0.161
23.66,132.47,0.161
23.66,132.46,0.161
23.67,132.45,0.161
23.67,132.44,0.161
23.67,132.43,0.161
23.67,132.43,0.161
23.67,132.42,0.161
23.67,132.41,0.161
23.68,132.40,0.161
23.68,132.39,0.161
23.68,132.38,0.161
23.68,132.38,0.161
23.68,132.37,0.161
23.68,132.36,0.161
23.68,132.35,0.161
23.69,132.34,0.161
23.69,132.33,0.161
23.69,132.33,0.161
23.69,132.32,0.161
23.69,132.31,0.161
23.69,132.30,0.161
23.70,132.29,0.161
23.70,132.28,0.161
23.70,132.28,0.161
23.70,132.27,0.161
23.70,132.26,0.161
23.71,132.25,0.161
23.71,132.24,0.161
23.71,132.23,0.161
23.71,132.23,0.161
23.71,132.22,0.161
23.71,132.21,0.161
23.72,132.20,0.161
23.72,132.19,0.161
23.72,132.18,0.161
23.72,132.17,0.161
23.72,132.17,0.161
23.72,132.16,0.161
23.73,132.15,0.161
23.73,132.14,0.161
23.73,132.13,0.161
23.73,132.13,0.161
23.73,132.12,0.161
23.73,132.11,0.161
23.73,132.10,0.161
23.74,132.09,0.161
23.74,132.08,0.161
23.74,132.08,0.161
23.74,132.07,0.161
23.74,132.06,0.161
23.74,132.05,0.161
23.75,132.04,0.161
23.75,132.03,0.161
23.75,132.03,0.161
23.75,132.02,0.161
23.75,132.01,0.161
23.76,132.00,0.161
23.76,131.99,0.161
23.76,131.98,0.161
23.76,131.98,0.161
23.76,131.97,0.161
23.76,131.96,0.161
23.77,131.95,0.161
23.77,131.94,0.161
23.77,131.94,0.161
23.77,131.93,0.161
23.77,131.92,0.161
23.77,131.91,0.161
23.78,131.90,0.161
23.78,131.89,0.161
23.78,131.88,0.161
23.78,131.88,0.161
23.78,131.87,0.161
23.78,131.86,0.161
23.78,131.85,0.161
23.79,131.84,0.161
23.79,131.83,0.161
23.79,131.83,0.161
23.79,131.82,0.161
23.79,131.81,0.161
23.79,131.80,0.161
23.80,131.79,0.161
23.80,131.78,0.161
23.80,131.78,0.161
23.80,131.77,0.161
23.80,131.76,0.161
23.81,131.75,0.161
23.81,131.74,0.161
23.81,131.73,0.161
23.81,131.73,0.161
23.81,131.72,0.161
23.81,131.71,0.161
23.82,131.70,0.161
23.82,131.69,0.161
23.82,131.69,0.161
23.82,131.68,0.161
23.82,131.67,0.161
23.82,131.66,0.161
23.83,131.65,0.161
23.83,131.64,0.161
23.83,131.63,0.161
23.83,131.63,0.161
23.83,131.62,0.161
23.83,131.61,0.161
23.83,131.60,0.161
23.84,131.59,0.161
23.84,131.59,0.161
23.84,131.58,0.161
23.84,131.57,0.161
23.84,131.56,0.161
23.84,131.55,0.161
23.85,131.54,0.161
23.85,131.54,0.161
23.85,131.53,0.161
23.85,131.52,0.161
23.85,131.51,0.161
23.86,131.50,0.161
23.86,131.49,0.161
23.86,131.49,0.161
23.86,131.48,0.161
23.86,131.47,0.161
23.86,131.46,0.161
23.87,131.45,0.161
23.87,131.44,0.161
23.87,131.43,0.161
23.87,131.43,0.161
23.87,131.42,0.161
23.87,131.41,0.161
23.88,131.40,0.161
23.88,131.39,0.161
23.88,131.38,0.161
23.88,131.38,0.161
23.88,131.37,0.161
23.88,131.36,0.161
23.88,131.35,0.161
23.89,131.34,0.161
23.89,131.33,0.161
23.89,131.33,0.161
23.89,131.32,0.161
23.89,131.31,0.161
23.89,131.30,0.161
23.90,131.29,0.161
23.90,131.28,0.161
23.90,131.28,0.161
23.90,131.27,0.161
23.90,131.26,0.161
23.91,131.25,0.161
23.91,131.24,0.161
23.91,131.23,0.161
23.91,131.23,0.161
23.91,131.22,0.161
23.91,131.21,0.161
23.92,131.20,0.161
23.92,131.19,0.161
23.92,131.18,0.161
23.92,131.18,0.161
23.92,131.17,0.161
23.92,131.16,0.161
23.93,131.15,0.161
23.93,131.14,0.161
23.93,131.13,0.161
23.93,131.13,0.161
23.93,131.12,0.161
23.93,131.11,0.161
23.93,131.10,0.161
23.94,131.09,0.161
23.94,131.08,0.161
23.94,131.08,0.161
23.94,131.07,0.161
23.94,131.06,0.161
23.94,131.05,0.161
23.95,131.04,0.161
23.95,131.03,0.161
23.95,131.03,0.161
23.95,131.02,0.161
23.95,131.01,0.161
23.96,131.00,0.161
23.96,130.99,0.161
23.96,130.98,0.161
23.96,130.98,0.161
23.96,130.97,0.161
23.96,130.96,0.161
23.97,130.95,0.161
23.97,130.94,0.161
23.97,130.94,0.161
23.97,130.93,0.161
23.97,130.92,0.161
23.97,130.91,0.161
23.98,130.90,0.161
23.98,130.89,0.161
23.98,130.88,0.161
23.98,130.88,0.161
23.98,130.87,0.161
23.98,130.86,0.161
23.98,130.85,0.161
23.99,130.84,0.161
23.99,130.83,0.161
23.99,130.83,0.161
23.99,130.82,0.161
23.99,130.81,0.161
23.99,130.80,0.161
24.00,130.79,0.161
24.00,130.79,0.161
24.00,130.78,0.161
24.00,130.77,0.161
24.00,130.76,0.161
24.01,130.75,0.161
24.01,130.74,0.161
24.01,130.73,0.161
24.01,130.73,0.161
24.01,130.72,0.161
24.01,130.71,0.161
24.02,130.70,0.161
24.02,130.69,0.161
24.02,130.68,0.161
24.02,130.68,0.161
24.02,130.67,0.161
24.02,130.66,0.161
24.03,130.65,0.161
24.03,130.64,0.161
24.03,130.64,0.161
24.03,130.63,0.161
24.03,130.62,0.161
24.03,130.61,0.161
24.03,130.60,0.161
24.04,130.59,0.161
24.04,130.59,0.161
24.04,130.58,0.161
24.04,130.57,0.161
24.04,130.56,0.161
24.04,130.55,0.161
24.05,130.54,0.161
24.05,130.54,0.161
24.05,130.53,0.161
24.05,130.52,0.161
24.05,130.51,0.161
24.06,130.50,0.161
24.06,130.49,0.161
24.06,130.49,0.161
24.06,130.48,0.161
24.06,130.47,0.161
24.06,130.46,0.161
24.07,130.45,0.161
24.07,130.44,0.161
24.07,130.44,0.161
24.07,130.43,0.161
24.07,130.42,0.161
24.07,130.41,0.161
24.08,130.40,0.161
24.08,130.39,0.161
24.08,130.39,0.161
24.08,130.38,0.161
24.08,130.37,0.161
24.08,130.36,0.161
24.08,130.35,0.161
24.09,130.34,0.161
24.09,130.34,0.161
24.09,130.33,0.161
24.09,130.32,0.161
24.09,130.31,0.161
24.09,130.30,0.161
24.10,130.29,0.161
24.10,130.29,0.161
24.10,130.28,0.161
24.10,130.27,0.161
24.10,130.26,0.161
24.11,130.25,0.161
24.11,130.24,0.161
24.11,130.24,0.161
24.11,130.23,0.161
24.11,130.22,0.161
24.11,130.21,0.161
24.12,130.20,0.161
24.12,130.19,0.161
24.12,130.19,0.161
24.12,130.18,0.161
24.12,130.17,0.161
24.12,130.16,0.161
24.13,130.15,0.161
24.13,130.14,0.161
24.13,130.14,0.161
24.13,130.13,0.161
24.13,130.12,0.161
24.13,130.11,0.161
24.13,130.10,0.161
24.14,130.09,0.161
24.14,130.09,0.161
24.14,130.08,0.161
24.14,130.07,0.161
24.14,130.06,0.161
24.14,130.05,0.161
24.15,130.04,0.161
24.15,130.04,0.161
24.15,130.03,0.161
24.15,130.02,0.161
24.15,130.01,0.161
24.16,130.00,0.161
24.16,129.99,0.161
24.16,129.99,0.161
24.16,129.98,0.161
24.16,129.97,0.161
24.16,129.96,0.161
24.17,129.95,0.161
24.17,129.94,0.161
24.17,129.94,0.161
24.17,129.93,0.161
24.17,129.92,0.161
24.17,129.91,0.161
24.18,129.90,0.161
24.18,129.89,0.161
24.18,129.89,0.161
24.18,129.88,0.161
24.18,129.87,0.161
24.18,129.86,0.161
24.18,129.85,0.161
24.19,129.84,0.161
24.19,129.84,0.161
24.19,129.83,0.161
24.19,129.82,0.161
24.19,129.81,0.161
24.19,129.80,0.161
24.20,129.79,0.161
24.20,129.79,0.161
24.20,129.78,0.161
24.20,129.77,0.161
24.20,129.76,0.161
24.21,129.75,0.161
24.21,129.74,0.161
24.21,129.73,0.161
24.21,129.73,0.161
24.21,129.72,0.161
24.21,129.71,0.161
24.22,129.70,0.161
24.22,129.69,0.161
24.22,129.69,0.161
24.22,129.68,0.161
24.22,129.67,0.161
24.22,129.66,0.161
24.23,129.65,0.161
24.23,129.65,0.161
24.23,129.64,0.161
24.23,129.63,0.161
24.23,129.62,0.161
24.23,129.61,0.161
24.23,129.60,0.161
24.24,129.59,0.161
24.24,129.59,0.161
24.24,129.58,0.161
24.24,129.57,0.161
24.24,129.56,0.161
24.24,129.55,0.161
24.25,129.54,0.161
24.25,129.54,0.161
24.25,129.53,0.161
24.25,129.52,0.161
24.25,129.51,0.161
24.26,129.50,0.161
24.26,129.50,0.161
24.26,129.49,0.161
24.26,129.48,0.161
24.26,129.47,0.161
24.26,129.46,0.161
24.27,129.45,0.161
24.27,129.45,0.161
24.27,129.44,0.161
24.27,129.43,0.161
24.27,129.42,0.161
24.27,129.41,0.161
24.28,129.40,0.160
24.28,129.40,0.160
24.28,129.39,0.160
24.28,129.38,0.160
24.28,129.37,0.160
24.28,129.36,0.160
24.28,129.35,0.160
24.29,129.35,0.160
24.29,129.34,0.160
24.29,129.33,0.160
24.29,129.32,0.160
24.29,129.31,0.160
24.29,129.30,0.160
24.30,129.30,0.160
24.30,129.29,0.160
24.30,129.28,0.160
24.30,129.27,0.160
24.30,129.26,0.160
24.31,129.25,0.160
24.31,129.25,0.160
24.31,129.24,0.160
24.31,129.23,0.160
24.31,129.22,0.160
24.31,129.21,0.160
24.32,129.20,0.160
24.32,129.20,0.160
24.32,129.19,0.160
24.32,129.18,0.160
24.32,129.17,0.160
24.32,129.16,0.160
24.33,129.15,0.160
24.33,129.14,0.160
24.33,129.14,0.160
24.33,129.13,0.160
24.33,129.12,0.160
24.33,129.11,0.160
24.33,129.10,0.160
24.34,129.09,0.160
24.34,129.09,0.160
24.34,129.08,0.160
24.34,129.07,0.160
24.34,129.06,0.160
24.34,129.05,0.160
24.35,129.04,0.160
24.35,129.04,0.160
24.35,129.03,0.160
24.35,129.02,0.160
24.35,129.01,0.160
24.36,129.00,0.160
24.36,129.00,0.160
24.36,128.99,0.160
24.36,128.98,0.160
24.36,128.97,0.160
24.36,128.96,0.160
24.37,128.95,0.160
24.37,128.95,0.160
24.37,128.94,0.160
24.37,128.93,0.160
24.37,128.92,0.160
24.37,128.91,0.160
24.38,128.90,0.160
24.38,128.89,0.160
24.38,128.89,0.160
24.38,128.88,0.160
24.38,128.87,0.160
24.38,128.86,0.160
24.38,128.85,0.160
24.39,128.85,0.160
24.39,128.84,0.160
24.39,128.83,0.160
24.39,128.82,0.160
24.39,128.81,0.160
24.39,128.80,0.160
24.40,128.79,0.160
24.40,128.79,0.160
24.40,128.78,0.160
24.40,128.77,0.160
24.40,128.76,0.160
24.41,128.75,0.160
24.41,128.75,0.160
24.41,128.74,0.160
24.41,128.73,0.160
24.41,128.72,0.160
24.41,128.71,0.160
24.42,128.70,0.160
24.42,128.69,0.160
24.42,128.69,0.160
24.42,128.68,0.160
24.42,128.67,0.160
24.42,128.66,0.160
24.43,128.65,0.160
24.43,128.65,0.160
24.43,128.64,0.160
24.43,128.63,0.160
24.43,128.62,0.160
24.43,128.61,0.160
24.43,128.60,0.160
24.44,128.60,0.160
24.44,128.59,0.160
24.44,128.58,0.160
24.44,128.57,0.160
24.44,128.56,0.160
24.44,128.55,0.160
24.45,128.55,0.160
24.45,128.54,0.160
24.45,128.53,0.160
24.45,128.52,0.160
24.45,128.51,0.160
24.46,128.50,0.160
24.46,128.50,0.160
24.46,128.49,0.160
24.46,128.48,0.160
24.46,128.47,0.160
24.46,128.46,0.160
24.47,128.45,0.160
24.47,128.45,0.160
24.47,128.44,0.160
24.47,128.43,0.160
24.47,128.42,0.160
24.47,128.41,0.160
24.48,128.40,0.160
24.48,128.40,0.160
24.48,128.39,0.160
24.48,128.38,0.160
24.48,128.37,0.160
24.48,128.36,0.160
24.48,128.35,0.160
24.49,128.35,0.160
24.49,128.34,0.160
24.49,128.33,0.160
24.49,128.32,0.160
24.49,128.31,0.160
24.49,128.30,0.160
24.50,128.30,0.160
24.50,128.29,0.160
24.50,128.28,0.160
24.50,128.27,0.160
24.50,128.26,0.160
24.51,128.25,0.160
24.51,128.25,0.160
24.51,128.24,0.160
24.51,128.23,0.160
24.51,128.22,0.160
24.51,128.21,0.160
24.52,128.21,0.160
24.52,128.20,0.160
24.52,128.19,0.160
24.52,128.18,0.160
24.52,128.17,0.160
24.52,128.16,0.160
24.53,128.15,0.160
24.53,128.15,0.160
24.53,128.14,0.160
24.53,128.13,0.160
24.53,128.12,0.160
24.53,128.11,0.160
24.53,128.10,0.160
24.54,128.10,0.160
24.54,128.09,0.160
24.54,128.08,0.160
24.54,128.07,0.160
24.54,128.06,0.160
24.54,128.05,0.160
24.55,128.05,0.160
24.55,128.04,0.160
24.55,128.03,0.160
24.55,128.02,0.160
24.55,128.01,0.160
24.56,128.01,0.160
24.56,128.00,0.160
24.56,127.99,0.160
24.56,127.98,0.160
24.56,127.97,0.160
24.56,127.96,0.160
24.57,127.96,0.160
24.57,127.95,0.160
24.57,127.94,0.160
24.57,127.93,0.160
24.57,127.92,0.160
24.57,127.91,0.160
24.58,127.90,0.160
24.58,127.90,0.160
24.58,127.89,0.160
24.58,127.88,0.160
24.58,127.87,0.160
24.58,127.86,0.160
24.58,127.85,0.160
24.59,127.85,0.160
24.59,127.84,0.160
24.59,127.83,0.160
24.59,127.82,0.160
24.59,127.81,0.160
24.59,127.81,0.160
24.60,127.80,0.160
24.60,127.79,0.160
24.60,127.78,0.160
24.60,127.77,0.160
24.60,127.76,0.160
24.61,127.76,0.160
24.61,127.75,0.160
24.61,127.74,0.160
24.61,127.73,0.160
24.61,127.72,0.160
24.61,127.71,0.160
24.62,127.71,0.160
24.62,127.70,0.160
24.62,127.69,0.160
24.62,127.68,0.160
24.62,127.67,0.160
24.62,127.66,0.160
24.63,127.66,0.160
24.63,127.65,0.160
24.63,127.64,0.160
24.63,127.63,0.160
24.63,127.62,0.160
24.63,127.62,0.160
24.63,127.61,0.160
24.64,127.60,0.160
24.64,127.59,0.160
24.64,127.58,0.160
24.64,127.57,0.160
24.64,127.56,0.160
24.64,127.56,0.160
24.65,127.55,0.160
24.65,127.54,0.160
24.65,127.53,0.160
24.65,127.52,0.160
24.65,127.51,0.160
24.66,127.51,0.160
24.66,127.50,0.160
24.66,127.49,0.160
24.66,127.48,0.160
24.66,127.47,0.160
24.66,127.46,0.160
24.67,127.46,0.160
24.67,127.45,0.160
24.67,127.44,0.160
24.67,127.43,0.160
24.67,127.42,0.160
24.67,127.41,0.160
24.68,127.41,0.160
24.68,127.40,0.160
24.68,127.39,0.160
24.68,127.38,0.160
24.68,127.37,0.160
24.68,127.36,0.160
24.68,127.36,0.160
24.69,127.35,0.160
24.69,127.34,0.160
24.69,127.33,0.160
24.69,127.32,0.160
24.69,127.31,0.160
24.69,127.30,0.160
24.70,127.30,0.160
24.70,127.29,0.160
24.70,127.28,0.160
24.70,127.27,0.160
24.70,127.26,0.160
24.71,127.25,0.160
24.71,127.25,0.160
24.71,127.24,0.160
24.71,127.23,0.160
24.71,127.22,0.160
24.71,127.21,0.160
24.72,127.20,0.160
24.72,127.20,0.160
24.72,127.19,0.160
24.72,127.18,0.160
24.72,127.17,0.160
24.72,127.16,0.160
24.73,127.16,0.160
24.73,127.15,0.160
24.73,127.14,0.160
24.73,127.13,0.160
24.73,127.12,0.160
24.73,127.11,0.160
24.73,127.11,0.160
24.74,127.10,0.160
24.74,127.09,0.160
24.74,127.08,0.160
24.74,127.07,0.160
24.74,127.06,0.160
24.74,127.06,0.160
24.75,127.05,0.160
24.75,127.04,0.160
24.75,127.03,0.160
24.75,127.02,0.160
24.75,127.01,0.160
24.76,127.01,0.160
24.76,127.00,0.160
24.76,126.99,0.160
24.76,126.98,0.160
24.76,126.97,0.160
24.76,126.96,0.160
24.77,126.96,0.160
24.77,126.95,0.160
24.77,126.94,0.160
24.77,126.93,0.160
24.77,126.92,0.160
24.77,126.91,0.160
24.78,126.90,0.160
24.78,126.90,0.160
24.78,126.89,0.160
24.78,126.88,0.160
24.78,126.87,0.160
24.78,126.86,0.160
24.78,126.86,0.160
24.79,126.85,0.160
24.79,126.84,0.160
